,experiment,prep_date,neuron,firing_rate,timing,group,culture_ID
282,with-metal-disc,27-01-2023,24,0.008333333333333333,2nd,stim,5-2-2
283,with-metal-disc,27-01-2023,25,0.025,2nd,stim,5-2-2
284,with-metal-disc,27-01-2023,26,0.008333333333333333,2nd,stim,5-2-2
285,with-metal-disc,27-01-2023,27,0.016666666666666666,2nd,stim,5-2-2
286,with-metal-disc,27-01-2023,29,0.0,2nd,stim,5-2-2
287,with-metal-disc,27-01-2023,31,0.008333333333333333,2nd,stim,5-2-2
288,with-metal-disc,27-01-2023,32,0.008333333333333333,2nd,stim,5-2-2
289,with-metal-disc,27-01-2023,33,0.016666666666666666,2nd,stim,5-2-2
290,with-metal-disc,30-01-2023,1,0.03333333333333333,2nd,sham,4-1-1
291,with-metal-disc,30-01-2023,2,0.016666666666666666,2nd,sham,4-1-1
292,with-metal-disc,30-01-2023,1,0.025,1st,stim,4-1-2
293,with-metal-disc,30-01-2023,2,0.008333333333333333,1st,stim,4-1-2
294,with-metal-disc,30-01-2023,3,0.025,1st,stim,4-1-2
295,with-metal-disc,30-01-2023,4,0.008333333333333333,1st,stim,4-1-2
296,with-metal-disc,30-01-2023,5,0.0125,1st,stim,4-1-2
297,with-metal-disc,30-01-2023,6,0.008333333333333333,1st,stim,4-1-2
298,with-metal-disc,30-01-2023,7,0.008333333333333333,1st,stim,4-1-2
299,with-metal-disc,30-01-2023,8,0.025,1st,stim,4-1-2
300,with-metal-disc,30-01-2023,9,0.025,1st,stim,4-1-2
301,with-metal-disc,30-01-2023,10,0.016666666666666666,1st,stim,4-1-2
302,with-metal-disc,30-01-2023,11,0.008333333333333333,1st,stim,4-1-2
303,with-metal-disc,30-01-2023,13,0.008333333333333333,1st,stim,4-1-2
304,with-metal-disc,30-01-2023,14,0.008333333333333333,1st,stim,4-1-2
305,with-metal-disc,30-01-2023,15,0.025,1st,stim,4-1-2
306,with-metal-disc,30-01-2023,16,0.0,1st,stim,4-1-2
307,with-metal-disc,30-01-2023,18,0.008333333333333333,1st,stim,4-1-2
308,with-metal-disc,30-01-2023,19,0.008333333333333333,1st,stim,4-1-2
309,with-metal-disc,30-01-2023,20,0.008333333333333333,1st,stim,4-1-2
310,with-metal-disc,30-01-2023,23,0.008333333333333333,1st,stim,4-1-2
311,with-metal-disc,30-01-2023,24,0.016666666666666666,1st,stim,4-1-2
312,with-metal-disc,30-01-2023,25,0.008333333333333333,1st,stim,4-1-2
313,with-metal-disc,30-01-2023,26,0.016666666666666666,1st,stim,4-1-2
314,with-metal-disc,30-01-2023,27,0.03333333333333333,1st,stim,4-1-2
315,with-metal-disc,30-01-2023,28,0.016666666666666666,1st,stim,4-1-2
316,with-metal-disc,30-01-2023,29,0.008333333333333333,1st,stim,4-1-2
317,with-metal-disc,30-01-2023,30,0.025,1st,stim,4-1-2
318,with-metal-disc,30-01-2023,31,0.016666666666666666,1st,stim,4-1-2
319,with-metal-disc,30-01-2023,32,0.03333333333333333,1st,stim,4-1-2
320,with-metal-disc,30-01-2023,33,0.025,1st,stim,4-1-2
321,with-metal-disc,30-01-2023,34,0.016666666666666666,1st,stim,4-1-2
322,with-metal-disc,30-01-2023,35,0.03333333333333333,1st,stim,4-1-2
323,with-metal-disc,30-01-2023,36,0.03333333333333333,1st,stim,4-1-2
324,with-metal-disc,30-01-2023,37,0.03333333333333333,1st,stim,4-1-2
325,with-metal-disc,30-01-2023,38,0.016666666666666666,1st,stim,4-1-2
326,with-metal-disc,30-01-2023,39,0.025,1st,stim,4-1-2
327,with-metal-disc,30-01-2023,40,0.05,1st,stim,4-1-2
328,with-metal-disc,30-01-2023,41,0.016666666666666666,1st,stim,4-1-2
329,with-metal-disc,30-01-2023,42,0.016666666666666666,1st,stim,4-1-2
330,with-metal-disc,30-01-2023,43,0.03333333333333333,1st,stim,4-1-2
331,with-metal-disc,30-01-2023,44,0.008333333333333333,1st,stim,4-1-2
332,with-metal-disc,30-01-2023,45,0.03333333333333333,1st,stim,4-1-2
333,with-metal-disc,30-01-2023,46,0.03333333333333333,1st,stim,4-1-2
334,with-metal-disc,30-01-2023,47,0.03333333333333333,1st,stim,4-1-2
335,with-metal-disc,30-01-2023,48,0.03333333333333333,1st,stim,4-1-2
336,with-metal-disc,30-01-2023,49,0.016666666666666666,1st,stim,4-1-2
337,with-metal-disc,30-01-2023,50,0.016666666666666666,1st,stim,4-1-2
338,with-metal-disc,30-01-2023,51,0.016666666666666666,1st,stim,4-1-2
339,with-metal-disc,30-01-2023,52,0.008333333333333333,1st,stim,4-1-2
340,with-metal-disc,30-01-2023,53,0.025,1st,stim,4-1-2
341,with-metal-disc,30-01-2023,54,0.008333333333333333,1st,stim,4-1-2
342,with-metal-disc,30-01-2023,55,0.0,1st,stim,4-1-2
343,with-metal-disc,30-01-2023,56,0.016666666666666666,1st,stim,4-1-2
344,with-metal-disc,30-01-2023,57,0.03333333333333333,1st,stim,4-1-2
345,with-metal-disc,30-01-2023,58,0.0,1st,stim,4-1-2
346,with-metal-disc,30-01-2023,59,0.016666666666666666,1st,stim,4-1-2
347,with-metal-disc,30-01-2023,60,0.008333333333333333,1st,stim,4-1-2
348,with-metal-disc,30-01-2023,61,0.016666666666666666,1st,stim,4-1-2
349,with-metal-disc,30-01-2023,62,0.025,1st,stim,4-1-2
350,with-metal-disc,30-01-2023,63,0.025,1st,stim,4-1-2
351,with-metal-disc,30-01-2023,64,0.03333333333333333,1st,stim,4-1-2
352,with-metal-disc,30-01-2023,66,0.008333333333333333,1st,stim,4-1-2
353,with-metal-disc,30-01-2023,67,0.041666666666666664,1st,stim,4-1-2
354,with-metal-disc,30-01-2023,68,0.016666666666666666,1st,stim,4-1-2
355,with-metal-disc,30-01-2023,69,0.0,1st,stim,4-1-2
356,with-metal-disc,30-01-2023,70,0.016666666666666666,1st,stim,4-1-2
357,with-metal-disc,30-01-2023,71,0.008333333333333333,1st,stim,4-1-2
358,with-metal-disc,30-01-2023,72,0.016666666666666666,1st,stim,4-1-2
359,with-metal-disc,30-01-2023,73,0.025,1st,stim,4-1-2
360,with-metal-disc,30-01-2023,74,0.016666666666666666,1st,stim,4-1-2
